X,y
-0.41795558547216083,-0.7462787442763228
-0.5357331621534551,-0.10765741170277561
0.5560846146308318,-0.7923321513577005
-0.41164324383330464,0.015735690480809847
-0.8599439607040269,0.2788843699594662
-0.7680543453369024,0.6401363763586778
0.4412792554302243,-1.269842724691314
-0.9328701973074023,-0.23804768327014228
0.28956098710660094,-0.8364019962943053
0.510173048725693,-1.005486681734198
-0.6819062836880181,0.6654278071590664
0.3837431702349383,-0.8315244598832734
-0.9698216864768361,0.6852372956698682
-0.31178415884826194,-0.4255634792026355
0.2300292337355636,-0.8581157449228629
-0.19503986975008236,0.20326883008867655
0.13338025356118988,-0.477187863398528
-0.5923098960304114,0.8090950284013738
0.22881579585442635,-0.03250692009535383
-0.8929145990032112,0.17003426127313623
-0.33351721038678717,-0.5367583852305866
0.9182677709776141,-0.2814555484324921
0.9766516790557469,0.21646534789394364
-0.8845344433605715,0.14181919327471706
-0.9570419274132171,-0.39656818738493504
0.07628011842867544,-1.2134248714889984
-0.7346595214202118,0.3190299826966325
-0.5668878306133653,-0.19789009958705975
-0.3520971132528483,-0.48536589518022905
0.5047760226146227,-0.8828846423358226
-0.8209975353525423,0.5791979575352195
-0.23101894087411523,0.021614979704950743
-0.3869832271325553,-0.03466358686299129
0.7435845861964143,-0.3854127972053695
0.7930000217964921,-0.6759362060579632
0.8162615622693179,-0.7918244142944507
-0.21157050293685775,-0.1833930167632948
0.6170376494151144,-0.7383524247690263
-0.6173247776701154,-0.25102879950055274
0.24779842467075963,-1.3829494151274184
0.11538171682289167,-0.39808686750252564
0.6650265529274695,-0.6131044601045899
0.6046577841318179,-0.8208158166278686
-0.07145564898453238,-0.7610427930813015
0.44161053807837547,-0.969025550741025
-0.5592937567666665,0.6530216454858014
0.9774410636447588,0.6662650656704624
-0.623210219623848,-0.45822016103854096
0.9049003275475176,0.23797100193723836
-0.8141884785620503,-0.0010190208311322418
