x1,x2,output
-0.6607142857142858,0.4285714285714284,228.4451575275882
1.8571428571428568,-0.3214285714285716,7675.225910683577
-1.1071428571428572,-1.7321428571428572,878.7214067871776
-1.0714285714285716,-1.5535714285714286,931.4334714646421
1.2678571428571428,1.2678571428571428,8189.597517453634
1.8928571428571428,1.1428571428571428,19294.250780367336
1.75,-1.3928571428571428,4167.938060515134
1.1607142857142856,-0.875,1186.6320277146199
-1.4464285714285716,0.2857142857142856,320.19758167568114
0.3571428571428572,0.8571428571428568,977.3386353674158
-1.2321428571428572,-1.5892857142857144,880.9872310098928
0.07142857142857117,0.05357142857142838,320.04008835640343
0.4285714285714284,-1.4107142857142856,313.11805516347437
-1.5178571428571428,0.6607142857142856,-82.41772819955239
-0.3571428571428572,0.25,304.57474116468495
-1.6071428571428572,1.8928571428571428,2361.662606473658
1.339285714285714,-1.125,1639.3556496437982
-1.1964285714285716,1.6428571428571428,2252.377437441292
-1.0178571428571428,1.5535714285714284,2168.59403748207
0.1071428571428572,1.0535714285714284,1182.771496146644
-0.3214285714285716,0.75,393.861310063446
0.589285714285714,-1.9107142857142858,-474.33494122969535
1.5178571428571428,0.3571428571428572,5666.665948387015
1.9285714285714284,-0.4464285714285716,8381.890634331336
1.4821428571428568,0.3035714285714284,5098.590749267605
-0.08928571428571441,-1.7142857142857144,535.457405137849
0.0,-1.1964285714285716,478.86460565453746
-1.3214285714285716,-1.6607142857142858,782.5189165899922
-1.6964285714285714,-0.2857142857142858,844.4012966341343
1.9464285714285712,-0.1607142857142858,9794.708189568357
-0.6071428571428572,-0.625,389.3072456354342
0.1428571428571428,0.5357142857142856,449.0260675765233
0.4464285714285712,-0.642857142857143,359.8166506416786
-0.07142857142857162,-1.375,564.5155672764631
-0.75,-1.5,905.8853202331941
-1.3571428571428572,0.2321428571428572,334.3658080806782
1.0178571428571428,-1.3214285714285716,568.031712795194
-1.625,-0.4285714285714286,789.0649789296328
-0.267857142857143,-0.03571428571428581,303.3109323027912
-0.5535714285714286,1.9464285714285712,8675.844213665152
0.375,0.7857142857142856,900.7896762417051
-0.017857142857143016,-0.19642857142857162,316.51837304017755
0.3035714285714284,-1.625,268.567101846356
1.6964285714285712,-0.08928571428571441,6252.614294010341
-2.0,1.3035714285714284,-2427.6159173866063
-0.7142857142857144,0.21428571428571397,264.72727760161
0.6785714285714284,1.875,11848.150255458204
1.2857142857142856,1.7678571428571428,16703.92525091217
-0.9107142857142858,0.714285714285714,172.42775397599235
-0.1071428571428572,-1.7857142857142858,505.56028182818096
1.464285714285714,0.5178571428571428,5690.742106131119
-0.2857142857142858,0.9464285714285712,653.2527832312145
-1.0892857142857144,0.6428571428571428,103.02173528115192
-0.9464285714285714,1.6071428571428568,2779.3729267966282
1.875,0.46428571428571397,11861.272328096431
0.03571428571428559,-1.0178571428571428,409.5459758464187
0.7857142857142856,-2.0,-849.4246094435475
0.4107142857142856,1.6607142857142856,6453.693733716441
1.8214285714285712,-0.25,7407.097296610351
1.0535714285714284,0.9821428571428568,3947.8899141254583
1.3035714285714284,-0.9107142857142858,1673.900702377383
-0.2142857142857144,-1.6428571428571428,713.8256167596196
0.7678571428571428,0.9285714285714284,2180.030800419161
0.05357142857142838,1.7321428571428568,6444.987092494706
0.625,-1.2321428571428572,303.82424610954536
-1.7321428571428572,0.4821428571428572,111.93845169110912
1.9821428571428568,-1.5714285714285714,6807.418608329703
-0.8571428571428572,1.5178571428571428,2313.7266773607553
0.75,0.9107142857142856,2044.007103527469
0.9285714285714284,-1.7678571428571428,-91.93440618929925
-0.375,-1.2142857142857144,621.6082663572788
1.1964285714285712,-0.125,2092.903441244126
-0.7857142857142858,1.2321428571428568,962.5335586672167
-0.5892857142857144,1.9285714285714284,8225.615233561448
1.0,-1.6785714285714286,147.8544192756685
-1.5357142857142858,-1.4285714285714286,714.4232278153013
0.19642857142857117,1.3571428571428568,2722.767886620459
0.33928571428571397,-1.1071428571428572,346.21136875484603
-0.1785714285714286,-0.3571428571428572,315.1403250654468
-0.14285714285714302,-0.5357142857142858,318.4738882301009
0.875,0.964285714285714,2795.0397356468584
-1.8035714285714286,-1.5357142857142858,162.8955984862968
1.1071428571428568,0.017857142857142794,1893.8616946986951
-0.19642857142857162,0.5,314.8158506122392
-1.6607142857142858,-1.4464285714285716,545.5932004845704
0.714285714285714,-0.75,484.38518103291216
1.7321428571428568,1.9821428571428568,35469.45825393186
2.0,-1.8571428571428572,6520.5366497147825
0.6071428571428572,-1.3571428571428572,286.7919966773272
0.2321428571428572,0.17857142857142838,401.70080092085254
1.2321428571428568,-1.9642857142857142,-169.69675819264376
-0.9821428571428572,-0.8392857142857144,559.0519571834773
0.8035714285714284,-0.6071428571428572,617.6750683020733
-1.125,1.089285714285714,180.16681848764446
-0.4464285714285716,-1.0357142857142858,536.0549597665099
1.8035714285714284,-1.0535714285714286,5220.254492243558
1.7857142857142856,-0.8214285714285714,5421.225251628656
0.17857142857142838,-1.3035714285714286,442.3465307652432
0.8571428571428568,1.8035714285714284,11797.006933290675
-0.642857142857143,1.2857142857142856,1352.124265864719
